original_response_(S1),predicted_response_(S2),Grammatically_correctness_of_S2 (scale 1-5),Similarity_between_S1_and_S2_in_terms_of_meaning_and_provided_info (scale 1-5)
how does italy compare to the competition?,i love the team italy,5,1
yeah spain has no chance.,i love the team italy,5,1
"yes, with the heart they showed in 2018, i think they will",do you think this team will qualify for the next world cup \?,5,1
"i agree, iceland is always an underdog and it sometimes hurts their mentality.",do you think this team will qualify for the next world cup \?,5,1
will iceland qualify for the euro?,do you think this team will qualify for the next world cup \?,5,1
if they breathe it,do you think this team will qualify for the next world cup \?,5,1
what is breathe for iceland,do you think this team will qualify for the next world cup \?,5,1
i believe it was carlo ancelotti that won madrid their 10th title.,who was manager when real madrid achrea their feetpean cup \?,2,1
"ancelotti, probably.",who was manager when real madrid achrea their feetpean cup \?,2,1
he has the right combination of player management skills with likability so the players give him their best performances every time.,who was manager when real madrid achrea their feetpean cup \?,2,1
yes it was ancelotti.,who was there \?,3,1
jose mourinho was the real madrid manager before carlo ancelotti. his legacy is still up for debate.,who,1,1
i have no affection for them. i just know too little about them.,i love senegal,5,1
"senegal was founded with the name of sport-club juventus, initially as an athletics club,[10] it is the second oldest of its kind still active in the country after genoa's football section (1893).",i love senegal,5,1
who is the best all time player?,i love senegal,5,1
they are pretty popular but a lot of people don't enjoy them.,i love senegal,5,2
not much i would say.,i love senegal,5,1
"yes, diego costa plays for atletico madrid.",diego costa plays in atletico madrid \?,3,3
athletico have a chance but barcelona and real madrid will be hard to beat.,diego costa plays in atletico madrid \?,3,3
i think he'll stay in the team. the manager is a big fan of his,diego costa plays in atletico madrid \?,3,2
about 16 million,diego 16rid or the current \?,1,2
$19m,diego costa plays in atletico madrid or the current,1,1
me too,i like the team liverpool,5,5
"no, they will not win the league.",i like the team liverpool,5,1
they have a possibility of winning the league,i like the team liverpool,5,1
2,i like the team liverpool,5,3
liverpool released 8 players recently,i like the team liverpool,5,3
probably not. he has a history of injury.,will sadio mane stay healthy all season for liverpool \?,5,1
of course they will.,will england be able to pull a win over liverpool \?,5,1
10-2? or am i thinking of 2016?,will england be able to pull a win a win a win a win a win a win a,3,1
in the last season they reached the final of the champions league,will england be able to pull a win a win a win a win a win a,3,1
"i think it's jurgen klopp,",will england be able to pull a win a win a win a,3,1
"portugal's biggest loss was 10-0 to england may 25th, 1947 in lisbon, portugal.",what is portugal mor biggest ever loss \?,3,3
"no, portugal has improved and i'm sure they will never allow a loss like that to happen again.",what is portugal mor biggest ever loss \?,3,3
is susedera hotra bes a player for portugal?,what is portugal,1,3
i don't know. do you think it's cristiano's fault?,what is portugal mor biggest ever loss \?,5,2
"no it wasnt, he wasnt alive when they lost 10-0",what is already improved portugal,3,1
what native american language was super bowl xxx the first to be broadcast in? a:  navaj,i admire juventus,5,1
cristiano ronald and juventus are still favored,i admire juventus,5,3
juventus will be really good this season,i admire juventus,5,3
now that ronaldo has joined them,i admire \?,2,1
last season 20-12.,i admire \?,2,1
"many times, they are an elite team.",how many times has argentina played in the world cup \?,5,1
two times,how many times has argentina played in the world cup \?,5,1
angel di maria,how many times has argentina played in the world cup \?,5,1
"he is getting old, am not sure about that.",how many times has argentina win a world cup \?,5,1
"yes, i agree there's a chance.",how many times has argentina win a world cup \?,5,1
radamel falcao is the captain of colombia.,who is the capital of the colombia football team indispensable,4,3
"if he is a good player, he had an injury that complicated him but he was one of the best strikers in the world",who is the capital of the colombia football team indispensable,4,1
will rise from 16th place colombia?,who is the capital of the colombia football team indispensable,4,3
they are always competitive so yeah!,who is the colombia football team indispensable,4,1
arsenal when they travel down south.,who is the capital of the colombia football team indispensable,4,1
the next game is on august 19 2018.,when is ac milan emblem next game \?,5,1
i think they will tie.,when is ac milan emblem next game \?,5,1
i think they will make a good game,when is ac milan emblem next game \?,5,1
seven goals in one match is a big target.,when,1,1
milan is the best team in the italian league,when is ac milan will make at least 7 goals,5,2
i think so,does xavi still play for barcelona \?,5,1
"no, he plays for al sadd sc.",does xavi still play for barcelona \?,5,1
marco verratti replaced him,does xavi still play for barcelona \?,5,1
lionel messi,does xavi still play for barcelona \?,5,3
of course he does,does xavi still play for barcelona \?,5,1
they have not played a game in the premier league this season.,how many wins for chelsea this season in the premier league \?,4,1
chelsea signed jorginho from napoli.,how many wins for chelsea this season in the premier league \?,4,3
he'll be very useful in midfield.,how many wins for chelsea this season in the premier league \?,4,1
mention 3 best players of chelsea,how many wins for them \?,5,1
"i think eden hazard is the best one, no doubt.",how many \?,5,1
they have won it 27 times.,how many bundesliga title win by bayern \?,5,1
bayern munich is the best team in the bundesliga,how many bundesliga title win by bayern \?,5,3
for me it was lewandowski the best of the bayern,how many bundesliga title win by bayern \?,5,3
they are placed 2nd,how many bundesliga title win by the bayern \?,5,1
niko kovac is the current manager,how many bundesliga title win by the bayern \?,5,1
"of course, a good team.",i absolutely adore liverpool,5,3
that is the problem with the big international competitions. they take too much out of the players.,i absolutely adore liverpool,5,1
he might have ate something bad before playing.,i absolutely adore liverpool,5,1
it could be a more serious injury but without any further details everything is just speculation.,i absolutely adore liverpool,5,1
how long did it take dejan to stop crying?,i absolutely adore liverpool,5,1
what is not to like about them?,i really love the team real madrid,5,1
when they grab a strong entry,i really love the team real madrid,5,1
"real madrid is my favorite team, they're the best team of the world. they actually won the champions league for the third straight year!",i really love the team real madrid,5,3
why does real madrid waste that huge amount of money when they don't win that much?,i really love the team real madrid,5,3
what's the annual revenue of real madrid?,i really love the team real madrid,5,3
what about senegal makes you like them?,i honestly do like this team,5,1
yes and i like your player mane,i honestly do like this team,5,1
me too,i honestly do like this team,5,5
derogatory is a good player,i honestly do you \?,1,1
keita balde diao,i honestly do you may and now mane contribution,1,1
"at the moment, ahmed mousa",who is the best player in the nigerian national team \?,5,1
"yes, one of his position's is forward.",who is the best player in the nigerian national team \?,5,1
who is the most underrated player for nigeria?,who is the best player in the nigerian national team \?,5,2
have nigeria ever won the world cup?,who is the best player in the nigerian national team \?,5,2
nigeria still has to win,who,1,1
"this is unlikely since star players like godin, suarez and cavani are aging. meanwhile teams like france will become stronger",will uruguay win the world cup next time \?,5,1
"well, for example, brazil is typically better than uruguay year in and out.",will uruguay win the world cup next time \?,5,1
2002,will uruguay win the world cup next time \?,5,1
they are small country with 3 million population,will uruguay win the world cup next time \?,5,1
i think it had a great future! so many big fans out there,will uruguay win the last time \?,4,1
"they are good, but they aren't that good",i don't think spain will ever lose,4,1
if all teams lose abeses,i don't think spain will ever lose,4,1
there are always losses in games,i don't think spain will ever lose,4,1
when is it a decline vs just plan sucking?,i don't think spain will ever lose,4,1
"no it is not a technical term for performance, it is jargon, but can be used to describe when teams always lose games.",i don't think spain will ever lose,4,1
"no, he will not",will mesut ozil leave arsenal in the next transfer window \?,4,1
i don't think it will make much difference,will mesut ozil leave arsenal in the next transfer window \?,4,1
he is given rest to come back well,will mesut ozil leave arsenal in the next transfer window \?,4,1
i think he will score many assists,will he work out,2,1
they are 5th,will he work out with arsenal in the next transfer window \?,4,1
mexico is an ok team if you like their playing style.,i love the team mexico,5,3
they play well i like when they touch the ball i admire the mexicans in their game,i love the team mexico,5,3
el tri booked their place at next summer's world cup with a minimum of fuss and could make history by setting a new hex record points total with a win against honduras on tuesday.,i love the team mexico,5,1
"yes, if you like their mediocre offense.",i love the team mexico,5,1
hirving lozano,i love the team mexico,5,1
lionel messi is argentina's top goal scorer,who is the all time top goal scorer for argentina \?,4,1
in argentina and in barcelona too,who is the all time top goal scorer for argentina \?,4,2
franco armani,who,1,1
he is not the best goalkeeper,who,1,1
he only just begun his international career this world cup.,who is the best goalkeeper for argentina \?,5,1
i also like argentina.,i like it argentina,2,5
yeah they are good.,i like it argentina,2,2
white and light blue are the colors of argentina,i like it argentina,2,5
"he is still going strong, i hope so.",i like it argentina,2,1
they have a new coach but they also sold important players.,bayern munich has a lot of potential to win the champions league,3,1
arturo vidal and douglas costa.,bayern munich has a lot of potential to win the champions league,3,1
player one: the gamers who only want to play with themselves,bayern munich has a lot of potential to win the champions league,3,1
"i watched their last game, they can do better.",bayern munich has a lot of potential to win the champions league,3,1
i haven't watched the last game.,bayern munich has a lot of potential to win the champions league,3,1
this is true because argentina are a great team but nigeria are not to be underestimated.,nigeria were defeated by argentinarea,4,3
nigeria is a great team too,nigeria were defeated by argentina emblem,5,3
the name of the coach is gernot rohr,nigeria were defeated by argentina,5,1
about four years,nigeria were defeated by argentina,5,1
i feel that if they are a bit of a contender in the next world cup,nigeria were defeated by argentina,5,1
who is their most expensive player?,love atletico madrid,5,1
when did diego costa start playing for atletico madrid?,love atletico madrid,5,1
he signed back there from chelsea last season,love atletico madrid,5,1
he joined in 2014.,love atletico madrid,5,1
8.32 million gbp,love atletico madrid,5,1
i think they will disappear from the top tier level of play.,i absolutely adore spain,5,1
i do not expect them to do much in their tier,i absolutely adore spain,5,1
yea spain will do fine,i absolutely adore spain,5,1
for me isco is the best in spain at this time,i absolutely adore spain,5,3
he has held a record and wants to be have that as his own retirement in history.,i do not expect very much from isco and spain can not believe that isco isco,3,1
i think belgium need to do more to be successful on the international stage.,i am a big fan of this team,5,1
i think the need to play a more structured european game.,i am a big fan of this team,5,1
eden hazard,i am a big fan of this team,5,1
yes he is a belgum's best player?,i am a big fan of this team,5,1
romelu frmo belguim is the man.,i am a big fan of this team,5,1
lionel messi is the best,who is the best player on the barcelona team \?,5,3
i think he will keep playing at least for another decade.,who is the best player on the barcelona team \?,5,2
they will probably use him more,who is the best player on the barcelona team \?,5,1
berg,who has played the most games for sweden \?,5,1
he was good enough to be picked for sweden's 2018 fifa world cup.,who has played the most games for sweden \?,5,2
"it was good enough, but not as good as comparing others",who has played the most games for sweden \?,5,1
what colours sweden's kit,who has played the most games for sweden \?,5,2
who is the coach for sweden?,who has played the most games for sweden \?,5,3
i was sad to see them lose to sweden this past world cup.,i love switzerland,5,1
"no, i don't think they could have won it no matter the draw they pulled.",i love switzerland,5,1
i think they need to work on their tactical and finishing skills,i love switzerland,5,1
"switzerland has now been to the finals, so yes they will be more prepared.",i love switzerland,5,2
stephan lichtsteiner is their new captain.,i love switzerland,5,1
how many goals did they score in the world cup in total?,i love the team mexico,5,1
how many wins did they have?,i love the team mexico,5,1
who do you think was the best player for mexico during the last world cup?,i love the team mexico,5,2
it seems that javier hernandez was mexico's best player last year,i love the team mexico,5,2
javier hernandez is their best striker.,i love the team mexico,5,1
no. the most expensive player neymar plays for psg.,real madrid has the most expensive players on their team lacking don't they \?,2,2
they are trying to get eden hazard.,real madrid has the most expensive players on their team lacking don't they \?,2,1
"i think that any idea i have is a good idea but i don't see how that pertains to real madrid in any way, shape, or form. please follow the format to make it easier for the rest of us.",real madrid has the most expensive players on their team lacking don't they \?,2,2
real madrid flag is what color ?,real madrid has the next scheduled to go to real madrid 's the next scheduled to go,3,2
more than other teams,real madrid has the most expensive players on their team lacking don't they \?,4,1
i think the same a penalty but we will see for the eurocopa?,itanni a shame at howenna germany did in the last world cup,2,1
its manuel neuer the germany goalie,itanni a shame at howenna germany did in the last world cup,2,3
marius wold obvi,itani in the last world cup,3,1
yes it was sad.,itani a shame at howenna germany did in the last world cup,2,1
"yes, they won several world cups",itani in the last world cup,2,2
quarter finals in a world cup,whataro senegal emblem greatest achievement,3,1
2002,what year was that world cup \?,3,1
"nope, nigeria has been dominating senegal in the african cup of nations.",what year was that world cup \?,3,1
i think senegal wins the next african cup,whataro senegal emblem greatest achievement,3,2
when was the last important game that senegal won?,what year was that world cup \?,3,1
probably last year's last game.,what was the ac milan soccer team indispensable best match \?,4,1
i actually never heard of this team before have you,what was the ac milan soccer team indispensable best match \?,4,1
gennaro gattuso,what was the ac milan soccer team indispensable best match \?,4,1
i think he'll do a good job there. gennaro gattuso holds the seventh-most a.c. milan appearance record so he has enough experience.,what was the ac milan soccer team indispensable best match \?,4,1
40,what was the manager for ac milan soccer team indispensable best match \?,4,1
"no, i think it'll be croatia.",spain has played well in the past do you think next world cup will be their year \?,2,1
spain will come back full force next time.,spain has played well in the past do you think next world cup will be their year \?,2,2
what are spain's colours?,spain has played well in the past do you think next world cup will be their year \?,2,2
spain won its only fifa world cup in 2010.,spain has played well in the past do you think next world cup will be their year \?,2,2
if spain has a good team but they do not have a good manager to go far with!,spain has played well in the past do you think next world cup,2,2
sometimes these things just happen. even great teams can have an off season.,with the players they have in their team emblem why they do better in the world cup \?,3,1
sometimes spain will perform to win in the 2022 world cup,with the players they have in the world cup \?,5,1
"i think their best players are de gea, isco, costa",with the players they have in the world cup \?,5,1
spains best players have to be pique and iniesta.,with the players they have in the world cup \?,5,1
these are their best players cause of their experience.,with the players they have in the world cup \?,5,1
ronaldo.,who is brazilents allenna all \?,4,1
is the incredible team leader!,who is brazilents allenna all \?,4,1
that's not a question.,who is brazilents all \?,5,1
for brazbr in 2009,who is brazilents all \?,5,1
brazil has won the fifa world cup five times.,who is brazilents all \?,5,2
iceland players are very good players,how did iceland manage to do so well in the world cup \?,5,2
they really prove that practice is as important as athletic talent.,how did iceland manage to do so well in the world cup \?,5,1
who do you think is their best player?,how did iceland manage to do so well in the world cup \?,5,1
gunnarso,how did not \?,2,1
lars lagerback,how did not \?,2,1
"unless they traded him and didn't tell anyone then yes, he is still the goalkeeper for real madrid.",is thibaut courtois still the goalkeeper for real madrid \?,2,1
they have a lot of other good players. it's not a big deal that he's gone.,is thibaut \?,1,1
real madrid will miss navas! courtois will struggle with real madrid.,is thibaut \?,1,1
real madrid has some good players,is still the goalkeeper for real madrid \?,1,2
who is the top player today?,is thibaut \?,1,1
"the france national football team represents france in international football and is controlled by the french football federation, also known as fff, or in french.",good short france,1,1
i think france will do well. they have the aggressive offense that will take them to the finals.,good short france,1,1
top player for france has to be kylian mpabbe,good short france,1,1
"yes, it's  not looking good for france. i suspect belgium may wipe the floor with them.",good short france,1,1
so am i,good short france,1,1
never heard of that guy.,what team doesanni stafford play on \?,3,1
isn't he an american football player?,what team doesanni stafford play on \?,3,1
why are we talking about american football  thought this about real footbul,what team does commonly known what team doesanni stafford play on \?,3,1
why do you get real futball confused with american football?,what team doesanni stafford play on \?,2,1
"because football as americans know it is more popular, so it isn't going to change it's name for soccer.",what team does commonly known what team doesanni new \?,1,1
i think it's christian ronaldo,who is juventus most capped player of all time?,3,1
italian league,who is juventus most capped player of all time?,3,1
"jeventus, porto, milan etc.",who is juventus most capped player of all time?,3,3
he was only signed by them this year. hope he plays 3-4 years,who is juventus most capped player of all time?,3,1
yes he is the best striker,who is juventus most capped player of all time \?,3,1
porto need to spend more money.,i admire fcanni porto,5,1
i love the team fc. porto,i admire fcanni porto,5,3
"fc porto is good, but not the best.",i admire fcanni porto,5,3
"well, they're currently first in the league",i admire fcanni porto,5,1
iker casillas fernandez,i admire fcanni porto,5,1
the score was porto 3 - 1 aves.,what was the score of the porto v aves game \?,2,2
"yes, porto is the best team in portugal.",what was the score of the porto v aves game \?,2,1
"yes, correct if you keep winning",what was the porto v aves game \?,2,2
conceicao is the coach,what was the score of the porto v aves game \?,2,1
ronaldo for sure,what was the porto v aves game \?,2,1
i did not see the game,did youenna liverpoolents \?,1,1
"no, you do have to respect their talent.",did youenna liverpoolents \?,1,1
never been a fan of liverpool. don't like their players.,did youenna liverpoolents \?,1,3
"klopp's one of the most interesting managers in the league, and is an amazing fit for liverpool's style and ethics. he has the fans on his side for sure.",did you,1,1
yes futbol,did you,1,1
i think liverpool's main rivals will be manchester united.,did you have what it takes to get us the coach,2,1
teams that win world cups are those can neutralize. mexico cut down soccer's most clinical attacking force and made it look decidedly ...,"mexico had a really solid soccer team , i feel like mexico with more experience and",4,1
why do you call them underachievers?,"mexico had a really solid soccer team , i feel like mexico with more experience and",4,1
who is the youngest player in mexico?,mexico a really,2,3
"thats not a question, but i'm inclined to agree.",mexico with more experience and,2,3
mexico is playing its very very well games have young players and very good can do a lot,mexico with more confident and,3,3
dominating the portuguese league!,i completely love fcanni porto,5,3
solid team play,i completely love fcanni porto,5,1
"fc porto, team from portugal roma signed spanish defender marcano from porto.",i completely love fcanni porto,5,3
the new porto 2018-2019 home kit comes with the traditional blue and white stripes of the club. new balance combines the blue and white colors with navy for the collar and the altice logo on the front.,i completely love fcanni porto,5,1
it is pretty expensive.,i completely love fcanni porto,5,1
only if you are argentina!,brazil is a good team to play against,3,1
"no, they have similar win rates playing between them.",brazil is a good team to play against,3,1
croatia is the better team.,brazil is a good team to play against,3,1
yes they are a better squad usually but i think they let themselves down this time around.,brazil is a good team to play against,3,1
"yes, it was a terrible loss for brazil!",brazil is a good team to play against,3,3
"the best players are ciro immobile, mauro icardi and paulo dybala.",who are juventus best players \?,2,2
"about 6 years, i believe.",who are juventus best players \?,2,1
yes. i'm very excited about seeing him play.,who are juventus best players \?,2,1
how old is ronaldo now?,who are juventus best players \?,2,1
it must be good to retire at 34.,who are the best players for juventus now \?,3,1
"of course, they have one of the best players in the world in ronaldo along with pepe, silva, and mario.",do you think portugal has good football players \?,5,1
just not good enough to progress far in the world cup.,do you think portugal has good football players \?,5,1
"do you think your team is the toughest among all other team? yes,we are the great competitors among all",do you think portugal has good football players \?,5,1
what he was improve?,do you think portugal has good football players \?,5,1
"no, but they won the european championship in 2016.",do you think portugal has good football players \?,5,1
i am all for bayern munich!,do you support bayern munich in the bundesliga \?,5,2
levandowski,do you support bayern munich in the bundesliga \?,5,1
have more wins and bring more trophies home,do you support bayern munich in the bundesliga \?,5,1
peter wythe scored the winner vs bayern munich.,do you support bayern munich in the bundesliga \?,5,3
isn't the central midfielder this year javi martinez?,do you support bayern munich in the bundesliga \?,5,1
only if you want to lose!,france is a good team to play against,4,1
1923,france is a good team to play against,4,1
they have a very good chance seeing as they won the world cup,france is a good team to play against,4,3
france have great superior strategies,france is a good team to play against,4,2
giroud will be the most prominent striker.,france is a good team to play against,4,1
have they ever had a black player?,who was liverpoolenna first black player \?,5,1
"john barnes played for liverpool in the late 80s and early 90s, he was black",who was liverpoolenna first black player \?,5,1
"even though q3 relates to liverpool, i do not understand how to answer q3.",who was liverpool tickets for the \?,3,3
maybe he just wants to know the history of black players of the team he likes,who,1,1
they were originally named everton f.c. and athletic grounds ltd,who \?,1,1
they only have one.,what division in soccer is team uruguay?,4,1
"i am not sure, about the same numbers as most teams.",what division in soccer is team uruguay have \?,4,2
"uruguay team have a lot of players, but only 20 went to the world cup",what division in soccer is team uruguay have \?,4,3
is penarol uruguay's best team?,what division in soccer is team uruguay have \?,4,3
if the best,what division in soccer is team uruguay have \?,4,1
"i think they would beat everyone else, haha",ganni from the usa emblem how do you think ac milan would do if they played in,2,1
yeah i agree,gonz can do if they played in mls \?,1,1
i definitely think so,g,1,1
ac milan is worth millions,expensive they played in,2,1
sure they can,gonz can do if they played in mls \?,2,1
manuel neuer has been with bayern munich since 2011.,how long has manuel prea neuer been goalkeeping for the bayern munich team \,2,1
"yes, they are known for their winning...",how long has manuel pirl been goalkeeping for the bayern munich team \?,2,1
yes i think bayern may win it this season,how long has manuela neuer been goalkeeping for the bayern munich team \?,2,1
red is the color.,how long has manuela neuer been goalkeeping for the bayern munich team \?,2,1
"yes, they have a really good opportunity.",do you think bvb dortmund is going to win the bundesliga this year \?,3,1
"they are a very good team, but probably only number at the moment.",do you think bvb dortmund is going to win the bundesliga this year \?,3,1
a: bayern munich.,do you think they are really the best team,4,1
they have won 28 national titles and 18 national cups,do you think they are really the best team,4,1
the odds against the bayern in the final are high,do you think they are really the best team,4,1
aron gunnarsson,who is the captain of iceland \?,4,1
"the largest stadium in iceland is laugardalsvollur that has a capacity of 15,000.",who is the captain of iceland \?,4,2
"there are a few, they all played well this year",who is the captain of iceland \?,4,1
iceland will dominate all next year!,who is the captain of iceland \?,4,3
i think he plays uefa,who is the captain of iceland \?,4,1
france,who knocked out iceland in the 2016 european championships \?,5,1
impressive victory,who knocked out iceland in the 2016 european championships \?,5,1
i don't see why not.,who,1,1
gylfi sigurdsson,who,1,1
france it's a very good team to play,who knocked out iceland in the 2016 european championships \?,4,1
why did they not qualify for the world cup?,love italy,5,1
a team that is being rebuilt needs.time.,love italy,5,1
agreed it would be a great struggle but i believe they can do it.,why italy,2,1
yes i think the rebuilding process will get better,love italy,5,1
"yes, they have very good team",why italy,2,1
"mexico used a 4-3-3 formation most often, but which could easily turn into 3-4-3 or 4-2-1-3.",what formation did mexico use most in this yearenez \?,3,3
i think it was more to do with a lack of team spirit.,what formation did mexico use most in this yearenez \?,3,1
with a little more work then anything is possible.,what formation did mexico use most in this yearenez \?,3,1
mexico needs ulyss gomez back.,what,1,1
they would change to chicharito,what,1,1
"no, juventus will win the champions league.",will bayern munich win the champions league \?,4,1
probably the semi's.,will bayern munich win the champions league \?,4,1
i think the winner will be real but bayern will get to semi-finals.,will bayern munich win the champions league \?,4,1
friendly v hamburg on 15th august,will bayern munich win the champions league \?,4,1
david alaba is one of the defenders.,will bayern munich win the champions league \?,4,1
what about bvb dortmund?,do you think this team will qualify for the next world cup \?,3,1
they have as good a shot as anyone else. injuries can happen and place any team in the back.,do you think this team will qualify for the next world cup \?,5,2
borussia dortmund injury update heading into the international break,do you think this team will qualify for the next world cup \?,5,1
"you can always look it up! , who is your favorite player from dortmund?",do you think this team will qualify for the next world cup \?,5,1
mine equal,do you think this team will qualify for the next world cup \?,5,1
"yes, nigeria made it to the world cup this year.",were they in the world cup \?,2,3
"nigeria did not win the world cup, the lost in the group stages.",were they in the world cup \?,2,3
"i really liked it, the colors went well together, it was very eye catching.",were they in the world cup \?,2,1
nigeria's main color is green.,were they in the world cup \?,2,1
john obi mikel might be the best player.,were they in the world cup \?,2,1
real madrid,what is loveenna,2,1
with barcelona,what is love \?,5,1
the stadium of juve is very modern like the santiago bernabeu are world class,what is love \?,5,1
"in europe? i like liverpool, if you count the uk as europe",what is love \?,5,1
qauilifying for the ryder cup would be the jockey.,what is love \?,5,1
i am not such a fan of arsenal but i like them more than mexico.,i admire arsenal,4,3
they've been average in past few seasons.,i admire arsenal,4,1
arsenal is a great team from spain.,i admire arsenal,4,3
london is a beautiful city,i admire arsenal,4,1
una is their boss.,i admire arsenal,4,1
yes,barcelona is one of my favorite teamsenna do you think they will have a good shot at winning,3,1
i would say about 80% odds of winning the championship this season. they are killing it on the field and no other teams are even close right now,barcelona is one of my favorite teams involved do you think they will have a good shot at winning,3,2
ernesto valverde without a doubt. have you seen his stats?,barcelona is one of my favorite teams involved do you think they will have a good shot at winning,3,1
i'm not sure but we could calculate it given the player's performance!,barcelona is one of my favorite teams located \?,3,1
overall good,bar you think they will have a good shot at winning,2,1
i think real madrid is the only team competing against barcelona.,barcelona is one of my favorite teams located \?,3,3
of course it does.,do you think the attitude of the reserves play a role in how many people get a role in how,4,1
it's certainly harder in that every decision they make on the pitch is reviewed by multiple cameras that see way more than they possibly can.,do you think the attitude of the reserves play a role in how many people get a role in how,4,1
correct.,do you get a role in how many people get a role in how many people get a role in,1,1
most popular player is probably ronaldo or messi as they are the 2 biggest stars in football right now,do you get a role in how many people get a role in how many people get a role in,1,1
he was a good acquisition.,will allison be the goalkeeper liverpool needs to win trophies \?,5,1
karius has potential...,will allison be the goalkeeper liverpool needs to win trophies \?,5,1
i think that maybe he did. initially i didn't think so but he has made the same mistake several times since so perhaps it wasn't just bad luck on his part.,will allison be the goalkeeper liverpool needs to win trophies \?,5,1
i think he has shown that he will get better in the future and with more guidance.,will allison be the goalkeeper liverpool needs to win trophies \?,5,1
he wont play now alisson is there,will any \?,1,1
they lost to colombia last time.,do you think this team will qualify for the next world cup \?,4,1
morocco is listed higher by fifa,do you think this team will qualify for the next world cup \?,4,1
do they have what it takes to get out of the qualifying group though?,do you think this team will qualify for the next world cup \?,4,1
all of the teams in this area are excellent.,do you think this team will qualify for the next world cup \?,4,1
yes it is best african team,do you think this team will qualify for the next world cup \?,4,1
"one of the reasons that football/soccer is so popular worldwide is because of the fact that all that is needed to play is a ball. compared to other sports, such as hockey or cricket, it is relatively cheap to play.",why is footballanni undercer so popular indispensable compared to any other sport \?,1,1
i think that it will be a good tourism opprotunity.,why is footballanni compared to any other sport \?,3,1
"yes, i totally agree that football is the most popular sport in the world because compared to other sports it has more fans",why is footballanni compared to any other sport \?,3,2
does soccer make as much as other televised sports though?,why is footballanni went the most world cup \?,3,2
"yes, everyone there is very passionate about soccer.",why is footballanni went the most world cups \?,3,1
not really!,do you think argentina is all about messi?,3,1
no but messi is there star player,do you think argentina is all about messi \?,3,3
to all the bad players out there...,do you think argentina is all about messi?,3,1
"actually, someone will likely replace messi as an attacking striker or midfield when he retires.",do you think argentina is all about messi,3,2
messi started playing for the argentinian national team in 2005.,do you think argentina is all about messi \?,3,3
erik hamren is the coach,who coaches the icelandic team \?,5,2
since 2013.,who coaches the icelandic team \?,5,1
gylfi sigurdsson is their attacking midfielder.,who coaches the icelandic team \?,5,1
hannes halldorsson,who coaches the iceland \?,4,1
yeah but we keep repeating it and hoping.,who coaches the icelandic team \?,3,1
i think bvb dortmund will turn things around.,i don't think dortmund is doing well now,3,3
bvb needs to let less goals in and score more goals,i don't think dortmund is doing well now,3,1
how did bvb do in their match against benfica?,i don't think dortmund is doing well now,3,1
"yes, i believe that he is the best in the team.",i don't think dortmund is doing well now,3,1
"yes, and he is also the captain of the team.",i don't think dortmund is doing well now,3,1
many would say stuart mathieson.,who is manchester unitedrea best player \?,5,1
"goalkeeper is definitely an important position, but, mathieson is still very good at what he does.",who is manchester unitedrea best player \?,5,1
not this year.,who is manchester unitedrea best player \?,5,1
manchester's colors are red and yellow,who is manchester unitedrea best player \?,5,2
"fred,paul pogba,alexis sanchez",who is manchester unitedrea best player \?,5,1
no,did italy win the championship in soccer last year \?,5,1
italy won at least 3 matches.,did italy win the championship in soccer last year \?,5,1
italy never even qualified for the fifa world cup,did italy win the championship in soccer last year \?,5,1
wikipedia shows their major training ground is in florence.,did italy win the championship in soccer last year \?,5,1
"italy won't have a worst player, their team has to support each other all the time, as long as the team works then their play works.",did italy win the championship in soccer last year \?,5,1
gareth bale,who is the best player in real madrid \?,5,1
marcelo,who is the best player in real madrid \?,5,1
he provides more for the team.,who is the best player in real madrid \?,5,1
i agree.,who is the best player in real madrid \?,5,1
i think so,who is the best player in real madrid \?,5,1
"yes, they beat aves by the score of 3-1.",did fc porto win this yearrea to \?,1,1
it is a team participating in the primeira liga and currently holds number 13 on the log.,did fc porto win this yearrea to \?,1,1
"yes, i think porto has better team composition.",did fc porto win this yearrea to \?,1,1
"no, manchester united is a stronger team.",did fc porto win this yearrea to \?,1,1
their next game will be 08/19/2018.,did fc porto win this yearrea to \?,1,1
witsel played all but one of belgium's 2018 world cup,have dortmund ever won the champions league \?,5,1
yes they have won it a few times.,have dortmund ever won the champions league \?,5,1
"little, a little, few and a few.",have dortmund ever won the champions league \?,5,1
please repeat the question.,have dortmund ever won the champions league \?,5,1
they have very talent players and they can't put lot efforts,have dortmund ever won the champions league \?,5,1
africa,where is senegal located \?,5,1
they are one of the best sides in africa,where is senegal located \?,5,1
what does senegal mean?,where is senegal located \?,5,3
i think senegal is known as part of africa,where,1,1
senegal has a chance to be the winner for the next african cup,where is senegal located \?,5,3
146,what is their record amount of goals scored at a world cup final \?,4,1
how many did belgium score this year?,what is their record amount of goals scored at a world cup final \?,4,1
16 goals that's good. who do you think the best player is from the belgium team?,what is their record amount of goals scored at a world cup final \?,4,1
i believe the best players are hazard and de bruyne.,what is their record amount of goals scored at a world cup final \?,4,1
lukaku is the third best player,what is their record amount of goals scored at a world cup final \?,4,1
man u are leaking talent right now.,i really like this team,4,1
paul pogba is my favorite because he's very good.,i really like this team,4,1
they have great players starting with pogba,i really like this team,4,1
"no, i think he's getting tired of some of his teammates over at man u.",i really like this team,4,2
i think they have a good chance but it will be hard.,i really like this team,4,2
i wish them luck.,mexico is going to win,5,1
1930,mexico is going to win,5,1
